Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2019,II,Aloe mitriformis,,Liliales,Liliaceae,Aloe,XX,KE,KE,,2000,stems,,T,A
2019,II,Aloe mitriformis,,Liliales,Liliaceae,Aloe,ZA,KE,KE,,11000,stems,,T,A
2019,II,Aloe mitriformis,,Liliales,Liliaceae,Aloe,ZA,KE,,,11000,stems,,T,A
2019,II,Aloe secundiflora,,Liliales,Liliaceae,Aloe,CA,KE,,,365,leaves,kg,T,A
2019,II,Aloe secundiflora,,Liliales,Liliaceae,Aloe,DE,KE,,10,10,leaves,kg,T,A
2019,II,Aloe secundiflora,,Liliales,Liliaceae,Aloe,GB,KE,,540,560,leaves,kg,T,A
2019,II,Aloe secundiflora,,Liliales,Liliaceae,Aloe,JP,KE,,431,476,leaves,kg,T,A
2019,II,Aloe turkanensis,,Liliales,Liliaceae,Aloe,CN,KE,,,26000,extract,kg,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,QA,KE,XX,,150,wood product,kg,T,W
2019,II,Pavo muticus,Aves,Galliformes,Phasianidae,Pavo,US,KE,GB,16540,,feathers,Number of specimens,T,I
2019,II,Phoeniconaias minor,Aves,Ciconiiformes,Phoenicopteridae,Phoeniconaias,US,KE,,1,,specimens,Number of specimens,S,W
2019,II,Phoenicopterus chilensis,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus,ML,CD,,40,,live,,,
2019,II,Porites lutea,Anthozoa,Scleractinia,Poritidae,Porites,FR,KE,,,36,live,,S,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,KE,UG,,1,,live,,P,C
2019,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,KW,CD,,,100,live,,T,W
2019,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,SY,CD,,,50,live,,T,W
2019,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,TH,CD,,100,100,live,,T,W
2019,II,Prunus africana,,Rosales,Rosaceae,Prunus,BE,CD,,,2000,bark,kg,P,W
2019,II,Prunus africana,,Rosales,Rosaceae,Prunus,BE,CD,,2000,,bark,kg,T,W
2019,II,Prunus africana,,Rosales,Rosaceae,Prunus,FR,UG,,160567,160567,bark,kg,T,W
2019,II,Prunus africana,,Rosales,Rosaceae,Prunus,IN,CD,,82000,64000,bark,kg,T,W
2019,II,Osyris lanceolata,,Santanales,Santalaceae,Osyris,CN,TZ,,,24,oil,metric tonnes,T,W
2019,II,Osyris lanceolata,,Santanales,Santalaceae,Osyris,SA,UG,,,16500,wood product,kg,T,W
2019,II,Pandinus imperator,Arachnida,Scorpiones,Scorpionidae,Pandinus,US,CD,,6000,,live,Number of specimens,T,W
2019,II,Pandinus imperator,Arachnida,Scorpiones,Scorpionidae,Pandinus,US,CD,,,8000,live,,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,KE,,3,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,OM,3,,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,KE,,,12,live,,T,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,KE,,3,fins,,E,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,OM,3,,fins,,E,W
2019,II,Hippocampus spp.,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,HK,BI,,32,,bodies,kg,T,W
2019,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,KR,UG,,1,,live,Number of specimens,T,F
2019,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,DE,KE,,70,70,live,,T,C
2019,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,ES,KE,,340,450,live,,T,C
2019,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,HK,KE,,50,50,live,,T,C
2019,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,TW,KE,,,60,live,,T,C
2019,II,Kinixys spekii,Reptilia,Testudines,Testudinidae,Kinixys,DE,KE,,70,70,live,,T,C
2019,II,Kinixys spekii,Reptilia,Testudines,Testudinidae,Kinixys,US,KE,,,200,live,,T,C
2019,II,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,DE,KE,,380,319,live,,T,C
2019,II,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,KR,KE,,110,,live,Number of specimens,T,C
2019,II,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,KR,KE,,,160,live,,T,C
2019,II,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,TW,KE,,,15,live,,T,C
2019,II,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,US,KE,,,350,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,CN,KE,,,3500,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,DE,KE,,1900,2400,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,ES,KE,,750,650,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,KE,,,450,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GH,KE,,,50,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,HK,KE,,8300,8200,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,ID,KE,,,300,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,JP,KE,,245,445,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,KR,KE,,670,,live,Number of specimens,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,KR,KE,,,1040,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,MY,KE,,804,704,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,PL,KE,,500,500,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,TH,KE,,1469,1420,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,TW,KE,,,7885,live,,T,C
2019,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,US,KE,,,200,live,kg,T,C
2019,II,Cyclanorbis senegalensis,Reptilia,Testudines,Trionychidae,Cyclanorbis,US,CD,,,15,live,,T,W
2019,II,Cycloderma aubryi,Reptilia,Testudines,Trionychidae,Cycloderma,US,CD,,2,,live,Number of specimens,T,C
2019,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,KR,UG,,10,,live,Number of specimens,T,F
2019,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,TH,CD,,,40,live,,T,W
2019,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,US,UG,,,4,skins,,E,W
2019,II,Scleractinia spp.,Anthozoa,Scleractinia,,,US,KE,,7,,raw corals,Number of specimens,P,I
2019,II,Scleractinia spp.,Anthozoa,Scleractinia,,,US,KE,,15,,live,Number of specimens,T,I
2019,III,Canis aureus,Mammalia,Carnivora,Canidae,Canis,DE,TZ,,,135,specimens,ml,S,W
2019,III,Canis aureus,Mammalia,Carnivora,Canidae,Canis,MX,TZ,,8,2,trophies,,H,W
2019,III,Canis aureus,Mammalia,Carnivora,Canidae,Canis,US,TZ,,4,,trophies,Number of specimens,H,W
2019,III,Canis aureus,Mammalia,Carnivora,Canidae,Canis,US,TZ,,,4,trophies,,H,W
2019,III,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,Hyaena,GB,TZ,,,1,trophies,,H,W
2019,III,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,Hyaena,MX,TZ,,3,,trophies,,H,W
2019,III,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,Hyaena,RU,TZ,,,1,trophies,,H,W
2019,III,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,Hyaena,US,TZ,,1,,trophies,Number of specimens,H,W
2019,III,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,Hyaena,US,TZ,,,1,trophies,,H,W
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,MX,TZ,,1,1,trophies,,H,W
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,CN,KE,,,7,feathers,kg,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,CN,3000,,feathers,Number of specimens,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,CN,21036,,feathers,Number of specimens,T,F
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,CN,4920,,feathers,Number of specimens,T,I
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,IN,14122,,feathers,Number of specimens,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,IN,183982,,feathers,Number of specimens,T,F
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,KE,,372.15,feathers,g,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,KE,,25.6,feathers,kg,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,KE,,297346,feathers,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,US,22440,,feathers,Number of specimens,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,US,30960,,feathers,Number of specimens,T,I
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,20,,feathers,Number of specimens,P,R
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,3000,,feathers,Number of specimens,T,I
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,,10000,feathers,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,16032,,specimens,Number of specimens,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,14,,unspecified,kg,T,I
2019,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,DE,TZ,,1,,trophies,,H,W
2019,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,US,TZ,,3,,trophies,Number of specimens,H,W
2019,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,US,TZ,,,3,trophies,,H,W
2019,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,ZA,TZ,,1,1,trophies,,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,TZ,,,1,trophies,Number of specimens,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,TZ,,1,,trophies,,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,TZ,,,2,tusks,Number of specimens,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,TZ,,2,,tusks,,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,TZ,,,10,leather products (small),Number of specimens,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,TZ,,,3,trophies,Number of specimens,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,TZ,,,1,trophies,Number of specimens,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,TZ,,1,,trophies,,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SA,KE,VN,190,,piano keys,g,P,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SA,KE,,,190,piano keys,g,P,O
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AT,TZ,,,3,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AT,TZ,,3,,trophies,,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,TZ,,1,1,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DE,TZ,,,2,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DE,TZ,,2,,trophies,,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DK,TZ,,,1,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DK,TZ,,1,,trophies,,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ES,TZ,,,3,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ES,TZ,,4,,trophies,,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,TZ,,,10,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,TZ,,9,,trophies,Number of specimens,P,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,GB,TZ,,1,1,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,HU,TZ,,,2,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,TZ,,,2,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,TZ,,2,,trophies,,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,MX,TZ,,,3,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,TZ,,,30,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ZA,TZ,,,4,trophies,Number of specimens,H,W
2020,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ZA,TZ,,7,,trophies,,H,W
2020,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,PL,UG,,250,,hair,,S,W
2020,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,US,TZ,,,532,specimens,Number of specimens,S,W
2020,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,US,UG,,,802,specimens,,S,W
2020,I,Brachylophus vitiensis,Reptilia,Sauria,Iguanidae,Brachylophus,CA,UG,,7,,live,Number of specimens,B,C
2020,I,Brachylophus vitiensis,Reptilia,Sauria,Iguanidae,Brachylophus,CA,UG,,,3,live,,B,C
2020,I,Brachylophus vitiensis,Reptilia,Sauria,Iguanidae,Brachylophus,JP,UG,,10,,live,Number of specimens,Z,C
2020,I,Brachylophus vitiensis,Reptilia,Sauria,Iguanidae,Brachylophus,JP,UG,,,10,live,,Z,C
2020,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,IT,KE,CZ,22,,specimens,,S,F
2020,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,IT,KE,,,48,specimens,ml,S,F
2020,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,ZA,RW,,,14,specimens,,S,W
2020,I,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,AE,KE,,58,100,live,Number of specimens,T,C
2020,II,Disocactus anguliger,,Caryophyllales,Cactaceae,Disocactus,NL,TZ,,,230,stems,g,T,A
2020,II,Disocactus anguliger,,Caryophyllales,Cactaceae,Disocactus,NL,TZ,,54204,,stems,,T,A
2020,II,Epiphyllum pumilum,,Caryophyllales,Cactaceae,Epiphyllum,NL,TZ,,,240,stems,g,T,A
2020,II,Epiphyllum pumilum,,Caryophyllales,Cactaceae,Epiphyllum,NL,TZ,,66585,,stems,,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,NL,TZ,,,190,stems,g,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,NL,TZ,,36019,,stems,,T,A
2020,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,NL,TZ,,,240,stems,g,T,A
2020,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,NL,TZ,,,10,stems,Number of specimens,T,A
2020,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,NL,TZ,,100605,,stems,,T,A
2020,II,Pseudorhipsalis ramulosa,,Caryophyllales,Cactaceae,Pseudorhipsalis,NL,TZ,,,240,stems,g,T,A
2020,II,Pseudorhipsalis ramulosa,,Caryophyllales,Cactaceae,Pseudorhipsalis,NL,TZ,,,10,stems,Number of specimens,T,A
2020,II,Pseudorhipsalis ramulosa,,Caryophyllales,Cactaceae,Pseudorhipsalis,NL,TZ,,72100,,stems,,T,A
2020,II,Rhipsalis spp.,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,1540000,,live,,T,A
2020,II,Rhipsalis spp.,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,10,stems,g,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,,,107000,stems,Number of specimens,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,230000,live,Number of specimens,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,,90000,live,Number of specimens,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,45450,,live,,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,,50000,stems,Number of specimens,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,115728,,live,,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,595,stems,g,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,680,stems,Number of specimens,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,1481815,,stems,,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,,,261000,stems,Number of specimens,T,A
2020,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,ZA,KE,,,2000,stems,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,AU,KE,,,3000,stems,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,,,99000,stems,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,360000,live,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,60000,stems,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,,90000,live,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,86100,,live,,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,,50000,stems,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,1400,,stems,,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,260,stems,g,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,276507,,stems,,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,,,307000,stems,Number of specimens,T,A
2020,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,ZA,KE,,,2000,stems,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,AU,KE,,,3000,stems,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,,,124000,stems,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,360000,live,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,60000,stems,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,,90000,live,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,59500,,live,,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,,50000,stems,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,1000,,stems,,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,79200,,live,,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,362,stems,g,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,482,stems,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,98892,,stems,,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,,,299000,stems,Number of specimens,T,A
2020,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,ZA,KE,,,2000,stems,Number of specimens,T,A
2020,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,,,105000,stems,Number of specimens,T,A
2020,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,130000,live,Number of specimens,T,A
2020,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,250,stems,g,T,A
2020,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,102229,,stems,,T,A
2020,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,,,261000,stems,Number of specimens,T,A
2020,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,ZA,KE,,,2000,stems,Number of specimens,T,A
2020,II,Rhipsalis crispata,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,230,stems,g,T,A
2020,II,Rhipsalis crispata,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,23500,,stems,,T,A
2020,II,Rhipsalis ewaldiana,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,220,stems,g,T,A
2020,II,Rhipsalis ewaldiana,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,20,stems,Number of specimens,T,A
2020,II,Rhipsalis ewaldiana,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,101059,,stems,,T,A
2020,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,66000,,live,,T,A
2020,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,325,stems,g,T,A
2020,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,955,stems,Number of specimens,T,A
2020,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,106664,,stems,,T,A
2020,II,Rhipsalis paradoxa,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,230,stems,g,T,A
2020,II,Rhipsalis paradoxa,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,23905,,stems,,T,A
2020,II,Rhipsalis pilocarpa,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,130000,live,Number of specimens,T,A
2020,II,Rhipsalis pulchra,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,230,stems,g,T,A
2020,II,Rhipsalis pulchra,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,20,stems,Number of specimens,T,A
2020,II,Rhipsalis pulchra,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,72525,,stems,,T,A
2020,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,,,110000,stems,Number of specimens,T,A
2020,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,130000,live,Number of specimens,T,A
2020,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,,260,stems,g,T,A
2020,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,170945,,stems,,T,A
2020,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,,,262000,stems,Number of specimens,T,A
2020,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,ZA,KE,,,2000,stems,Number of specimens,T,A
2020,II,Selenicereus spp.,,Caryophyllales,Cactaceae,Selenicereus,NL,TZ,,,30,stems,g,T,A
2020,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,ES,KE,,158,158,fins,kg,T,W
2020,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,UG,,,2,live,,Z,C
2020,II,Cercopithecus hamlyni,Mammalia,Primates,Cercopithecidae,Cercopithecus,TG,CD,,,9,live,,T,W
2020,II,Cercopithecus kandti,Mammalia,Primates,Cercopithecidae,Cercopithecus,TG,CD,,,4,live,,T,W
2020,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,AF,CD,,,5,live,,T,W
2020,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,UG,,4,,live,,T,W
2020,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,UG,,,2,live,,Z,C
2020,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,AE,CD,,,10,live,,T,W
2020,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,AF,CD,,,5,live,,T,W
2020,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,AF,CD,,,5,live,,T,W
2020,II,Chlorocebus pygerythrus,Mammalia,Primates,Cercopithecidae,Chlorocebus,ZA,UG,,1,,trophies,,H,W
2020,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,ZA,UG,,6,,live,,T,W
2020,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,ZA,UG,,,6,live,,Z,C
